"amount","previousBalance","transactionStatus","transanctionRelatedType","transanctionTime","transanctionType","contestId","fixtureDisplayName","fixtureId","contestName","fixtureStartDate"
20,61,"Success","EntryFee","2024-05-25T18:34:51.782Z","Debit","6652274efb0f49f766a88e46","WI vs SA",76370,"Game of 3","2024-05-25T19:00:00.000Z"
12,73,"Success","EntryFee","2024-05-25T18:34:37.369Z","Debit","66522cf2fb0f49f766a90f1c","WI vs SA",76370,"Head To Head ","2024-05-25T19:00:00.000Z"
20,93,"Success","EntryFee","2024-05-25T13:27:04.922Z","Debit","66509d77a3fb5122c4f75897","ENG vs PAK",72779,"Game of 3","2024-05-25T13:30:00.000Z"
3,90,"Success","Winnings","2024-05-25T05:18:09.684Z","Credit","664e9d46a3fb5122c4f73d0c","SRH vs RR",74765,"Mega Contest","2024-05-24T14:00:00.000Z"
2,92,"Success","EntryFee","2024-05-24T13:59:00.523Z","Debit","664e9d46a3fb5122c4f73d0c","SRH vs RR",74765,"Mega Contest","2024-05-24T14:00:00.000Z"
50,42,"Success","Winnings","2024-05-23T22:32:03.079Z","Credit","664f814efb0f49f7664a54ff","WI vs SA",76369,"Game of 3","2024-05-23T19:00:00.000Z"
3,39,"Success","Winnings","2024-05-23T22:32:03.065Z","Credit","664ac879a3fb5122c4f70eac","WI vs SA",76369,"Mega Contest","2024-05-23T19:00:00.000Z"
2,41,"Success","EntryFee","2024-05-23T18:55:04.741Z","Debit","664ac879a3fb5122c4f70eac","WI vs SA",76369,"Mega Contest","2024-05-23T19:00:00.000Z"
20,61,"Success","EntryFee","2024-05-23T18:44:37.120Z","Debit","664f814efb0f49f7664a54ff","WI vs SA",76369,"Game of 3","2024-05-23T19:00:00.000Z"
6,55,"Success","Winnings","2024-05-22T17:56:22.116Z","Credit","664ac86ba3fb5122c4f70e7c","RR vs RCB",74764,"Mega Contest","2024-05-22T14:00:00.000Z"
12,67,"Success","EntryFee","2024-05-22T13:58:30.715Z","Debit","664df5bbfb0f49f7660f35a8","RR vs RCB",74764,"Head To Head ","2024-05-22T14:00:00.000Z"
4,71,"Success","EntryFee","2024-05-22T13:58:08.090Z","Debit","664ac86ba3fb5122c4f70e7c","RR vs RCB",74764,"Mega Contest","2024-05-22T14:00:00.000Z"
2,73,"Success","EntryFee","2024-05-22T13:55:54.789Z","Debit","664ac86ba3fb5122c4f70e7c","RR vs RCB",74764,"Mega Contest","2024-05-22T14:00:00.000Z"
20,53,"Success","Winnings","2024-05-21T17:17:35.512Z","Credit","664ca774fb0f49f766d5bf63","KKR vs SRH",74763,"Head To Head ","2024-05-21T14:00:00.000Z"
3,50,"Success","Winnings","2024-05-21T17:17:35.495Z","Credit","664ac844a3fb5122c4f70e61","KKR vs SRH",74763,"Mega Contest","2024-05-21T14:00:00.000Z"
12,62,"Success","EntryFee","2024-05-21T13:58:16.571Z","Debit","664ca774fb0f49f766d5bf63","KKR vs SRH",74763,"Head To Head ","2024-05-21T14:00:00.000Z"
2,64,"Success","EntryFee","2024-05-21T13:55:59.704Z","Debit","664ac844a3fb5122c4f70e61","KKR vs SRH",74763,"Mega Contest","2024-05-21T14:00:00.000Z"
20,44,"Success","Refund","2024-05-19T10:00:00.075Z","Credit","66495082fb0f49f76682efa8","SRH vs PBKS",74761,"Game of 3","2024-05-19T10:00:00.000Z"
20,64,"Success","EntryFee","2024-05-19T09:58:41.376Z","Debit","66495082fb0f49f76682efa8","SRH vs PBKS",74761,"Game of 3","2024-05-19T10:00:00.000Z"
4,68,"Success","EntryFee","2024-05-19T09:58:13.443Z","Debit","664901f2a3fb5122c4f6efa1","SRH vs PBKS",74761,"Mega Contest","2024-05-19T10:00:00.000Z"
6,62,"Success","Winnings","2024-05-18T18:35:18.260Z","Credit","6646da08a3fb5122c4f6cb3c","RCB vs CSK",74760,"Mega Contest","2024-05-18T14:00:00.000Z"
2,64,"Success","EntryFee","2024-05-18T13:59:02.057Z","Debit","6646da08a3fb5122c4f6cb3c","RCB vs CSK",74760,"Mega Contest","2024-05-18T14:00:00.000Z"
2,66,"Success","EntryFee","2024-05-18T13:58:30.645Z","Debit","6646da08a3fb5122c4f6cb3c","RCB vs CSK",74760,"Mega Contest","2024-05-18T14:00:00.000Z"
50,16,"Success","Winnings","2024-05-17T18:48:31.440Z","Credit","664761f2fb0f49f7661adc0b","MI vs LSG",74759,"Game of 3","2024-05-17T14:00:00.000Z"
3,13,"Success","Winnings","2024-05-17T18:48:31.426Z","Credit","664638c4a3fb5122c4f6c5de","MI vs LSG",74759,"Mega Contest","2024-05-17T14:00:00.000Z"
20,33,"Success","EntryFee","2024-05-17T13:56:53.624Z","Debit","664761f2fb0f49f7661adc0b","MI vs LSG",74759,"Game of 3","2024-05-17T14:00:00.000Z"
2,35,"Success","EntryFee","2024-05-17T13:54:49.489Z","Debit","664638c4a3fb5122c4f6c5de","MI vs LSG",74759,"Mega Contest","2024-05-17T14:00:00.000Z"
20,15,"Success","Winnings","2024-05-15T17:46:16.925Z","Credit","6644bc59fb0f49f766ce2f12","RR vs PBKS",74757,"Head To Head ","2024-05-15T14:00:00.000Z"
3,12,"Success","Winnings","2024-05-15T17:46:16.913Z","Credit","66436d46bdcccb8e101a57ee","RR vs PBKS",74757,"Mega Contest","2024-05-15T14:00:00.000Z"
2,14,"Success","EntryFee","2024-05-15T13:56:35.419Z","Debit","66436d46bdcccb8e101a57ee","RR vs PBKS",74757,"Mega Contest","2024-05-15T14:00:00.000Z"
11.7,25.7,"Success","EntryFee","2024-05-15T13:56:31.222Z","Debit","6644bc59fb0f49f766ce2f12","RR vs PBKS",74757,"Head To Head ","2024-05-15T14:00:00.000Z"
25,0.7,"Success","Credit","2024-05-15T02:10:41.339Z","Credit",,,,,
1.9,2.6,"Success","EntryFee","2024-05-14T13:59:16.920Z","Debit","6640c8b4bdcccb8e101a2b67","DC vs LSG",74756,"Mega Contest ($2 To $1438)","2024-05-14T14:00:00.000Z"
1.9,4.5,"Success","EntryFee","2024-05-14T13:58:58.850Z","Debit","6640c8b4bdcccb8e101a2b67","DC vs LSG",74756,"Mega Contest ($2 To $1438)","2024-05-14T14:00:00.000Z"
3,1.5,"Success","Winnings","2024-05-12T13:36:13.911Z","Credit","663e1bdcbdcccb8e1019fa54","CSK vs RR",74753,"Mega Contest ($2 To $1438)","2024-05-12T10:00:00.000Z"
1.9,3.4,"Success","EntryFee","2024-05-12T09:59:35.347Z","Debit","663e1bdcbdcccb8e1019fa54","CSK vs RR",74753,"Mega Contest ($2 To $1438)","2024-05-12T10:00:00.000Z"
11.4,14.8,"Success","EntryFee","2024-05-08T13:59:04.639Z","Debit","663b83c6c90b683496c67f7b","SRH vs LSG",74749,"Head To Head ","2024-05-08T14:00:00.000Z"
3,11.8,"Success","Winnings","2024-05-06T17:44:42.003Z","Credit","66378103821eb0d26ba4a8cc","MI vs SRH",74747,"Mega Contest ($2 To $1444)","2024-05-06T14:00:00.000Z"
1.9,13.7,"Success","EntryFee","2024-05-06T13:59:24.367Z","Debit","66378103821eb0d26ba4a8cc","MI vs SRH",74747,"Mega Contest ($2 To $1444)","2024-05-06T14:00:00.000Z"
7.6,21.3,"Success","EntryFee","2024-05-06T13:58:59.790Z","Debit","66378103821eb0d26ba4a8cc","MI vs SRH",74747,"Mega Contest ($2 To $1444)","2024-05-06T14:00:00.000Z"
1.9,23.2,"Success","EntryFee","2024-05-06T13:47:29.858Z","Debit","66378103821eb0d26ba4a8cc","MI vs SRH",74747,"Mega Contest ($2 To $1444)","2024-05-06T14:00:00.000Z"
3,20.2,"Success","Winnings","2024-05-05T17:48:26.380Z","Credit","66350397821eb0d26ba44bf9","LSG vs KKR",74746,"Mega Contest ($2 To $1444)","2024-05-05T14:00:00.000Z"
1.9,22.1,"Success","EntryFee","2024-05-05T13:58:02.854Z","Debit","66350397821eb0d26ba44bf9","LSG vs KKR",74746,"Mega Contest ($2 To $1444)","2024-05-05T14:00:00.000Z"
3,19.1,"Success","Winnings","2024-05-05T13:38:36.017Z","Credit","6633e8efb48917c7ae441003","PBKS vs CSK",74745,"Mega Contest ($2 To $1444)","2024-05-05T10:00:00.000Z"
1.9,21,"Success","EntryFee","2024-05-04T20:46:50.436Z","Debit","6633e8efb48917c7ae441003","PBKS vs CSK",74745,"Mega Contest ($2 To $1444)","2024-05-05T10:00:00.000Z"
9,12,"Success","Winnings","2024-05-04T17:18:44.992Z","Credit","6632f0c3b48917c7ae43e3f3","RCB vs GT",74744,"Mega Contest ($2 To $1444)","2024-05-04T14:00:00.000Z"
7.6,19.6,"Success","EntryFee","2024-05-04T13:58:29.320Z","Debit","6632f0c3b48917c7ae43e3f3","RCB vs GT",74744,"Mega Contest ($2 To $1444)","2024-05-04T14:00:00.000Z"
15,4.600000000000001,"Success","Winnings","2024-05-04T08:39:14.102Z","Credit","663100c5ff9e6c9d8ab53438","MI vs KKR",74743,"Mega Contest ($2 To $5759)","2024-05-03T14:00:00.000Z"
3.8,8.4,"Success","EntryFee","2024-05-03T13:58:42.063Z","Debit","663100c5ff9e6c9d8ab53438","MI vs KKR",74743,"Mega Contest ($2 To $5759)","2024-05-03T14:00:00.000Z"
7.6,16,"Success","EntryFee","2024-05-03T13:53:31.256Z","Debit","663100c5ff9e6c9d8ab53438","MI vs KKR",74743,"Mega Contest ($2 To $5759)","2024-05-03T14:00:00.000Z"
12,4,"Success","Winnings","2024-05-02T17:56:58.774Z","Credit","662f12aa9429513c07bceda6","SRH vs RR",74742,"Mega Contest ($2 To $5759)","2024-05-02T14:00:00.000Z"
3,1,"Success","Winnings","2024-05-02T17:31:24.211Z","Credit","663100d5ff9e6c9d8ab53481","PK-W vs WI-W",74712,"Mega Contest ($2 To $5759)","2024-05-02T14:30:00.000Z"
1.9,2.9000000000000004,"Success","EntryFee","2024-05-02T14:41:42.889Z","Debit","6632f0c3b48917c7ae43e3f3","RCB vs GT",74744,"Mega Contest ($2 To $1444)","2024-05-04T14:00:00.000Z"
1.9,4.8,"Success","EntryFee","2024-05-02T14:28:31.491Z","Debit","663100d5ff9e6c9d8ab53481","PK-W vs WI-W",74712,"Mega Contest ($2 To $5759)","2024-05-02T14:30:00.000Z"
9.5,14.299999999999999,"Success","EntryFee","2024-05-02T13:48:14.109Z","Debit","662f12aa9429513c07bceda6","SRH vs RR",74742,"Mega Contest ($2 To $5759)","2024-05-02T14:00:00.000Z"
11.4,25.7,"Success","EntryFee","2024-05-02T13:48:04.615Z","Debit","663397bfc90b68349600d8d0","SRH vs RR",74742,"Head To Head ","2024-05-02T14:00:00.000Z"
25,0.7,"Success","Credit","2024-05-01T18:52:12.913Z","Credit",,,,,
1.9,2.6,"Success","EntryFee","2024-05-01T14:05:39.708Z","Debit","662f12aa9429513c07bceda6","SRH vs RR",74742,"Mega Contest ($2 To $5759)","2024-05-02T14:00:00.000Z"
1.9,4.5,"Success","EntryFee","2024-05-01T05:37:22.937Z","Debit","662f12d19429513c07bcedc0","CSK vs PBKS",74741,"Mega Contest ($2 To $5759)","2024-05-01T14:00:00.000Z"
1.9,6.4,"Success","EntryFee","2024-05-01T05:37:02.399Z","Debit","662f12d19429513c07bcedc0","CSK vs PBKS",74741,"Mega Contest ($2 To $5759)","2024-05-01T14:00:00.000Z"
6,0.4,"Success","Winnings","2024-04-30T17:55:12.281Z","Credit","662d0d119429513c07bcae4e","LSG vs MI",74740,"Mega Contest ($2 To $5759)","2024-04-30T14:00:00.000Z"
3.8,4.2,"Success","EntryFee","2024-04-30T03:48:01.843Z","Debit","662d0d119429513c07bcae4e","LSG vs MI",74740,"Mega Contest ($2 To $5759)","2024-04-30T14:00:00.000Z"
3,1.2,"Success","Winnings","2024-04-29T17:32:17.458Z","Credit","662d0cf19429513c07bcae37","KKR vs DC",74739,"Mega Contest ($2 To $5759)","2024-04-29T14:00:00.000Z"
1.9,3.1,"Success","EntryFee","2024-04-28T22:12:48.008Z","Debit","662d0cf19429513c07bcae37","KKR vs DC",74739,"Mega Contest ($2 To $5759)","2024-04-29T14:00:00.000Z"
1.9,5,"Success","EntryFee","2024-04-28T20:12:54.537Z","Debit","662d0cf19429513c07bcae37","KKR vs DC",74739,"Mega Contest ($2 To $5759)","2024-04-29T14:00:00.000Z"
5,0,"Success","Cash Bonus","2024-04-28T18:52:50.469Z","Credit",,,,,
5,0,"Success","Signup Bonus","2024-04-28T18:52:50.462Z","Credit",,,,,
