"amount","previousBalance","transactionStatus","transanctionRelatedType","transanctionTime","transanctionType","contestId","fixtureDisplayName","fixtureId","contestName","fixtureStartDate"
30,0,"Success","Winnings","2024-06-06T02:44:15.014Z","Credit","665f597ea3fb5122c4f849c6","PNG vs UGA",72834,"Head To Head","2024-06-05T23:30:00.000Z"
18,18,"Success","EntryFee","2024-06-05T23:25:37.934Z","Debit","665f597ea3fb5122c4f849c6","PNG vs UGA",72834,"Head To Head","2024-06-05T23:30:00.000Z"
12,30,"Success","EntryFee","2024-06-05T14:29:51.673Z","Debit","666074d5fb0f49f7661fa26f","IND vs IRE",72836,"Head To Head ","2024-06-05T14:30:00.000Z"
20,50,"Success","EntryFee","2024-06-05T14:29:18.197Z","Debit","666054f2fb0f49f7661be4c9","IND vs IRE",72836,"Game of 3","2024-06-05T14:30:00.000Z"
100,150,"Failed","Withdrawal","2024-06-04T20:01:07.932Z","Debit",,,,,
100,50,"Success","Winnings","2024-06-04T19:22:05.845Z","Credit","665ddbcca3fb5122c4f82c15","NED vs NEP",72833,"Game of 3","2024-06-04T15:30:00.000Z"
40,10,"Success","Refund","2024-06-04T18:58:05.711Z","Credit","665e7f2bfb0f49f766df5ef6","ENG vs SCO",72832,"Winner takes all","2024-06-04T14:30:00.000Z"
40,50,"Success","EntryFee","2024-06-04T15:57:26.470Z","Debit","665ddbcca3fb5122c4f82c15","NED vs NEP",72833,"Game of 3","2024-06-04T15:30:00.000Z"
50,0,"Success","Credit","2024-06-04T15:55:01.796Z","Credit",,,,,
40,40,"Success","EntryFee","2024-06-04T06:23:24.613Z","Debit","665e7f2bfb0f49f766df5ef6","ENG vs SCO",72832,"Game of 3","2024-06-04T14:30:00.000Z"
20,20,"Success","Winnings","2024-06-04T03:51:08.440Z","Credit","665c907fa3fb5122c4f8165a","AFG vs UGA",72830,"Head To Head ","2024-06-04T00:30:00.000Z"
12,32,"Success","EntryFee","2024-06-03T23:23:44.623Z","Debit","665c907fa3fb5122c4f8165a","AFG vs UGA",72830,"Head To Head ","2024-06-04T00:30:00.000Z"
20,52,"Success","EntryFee","2024-06-03T17:48:29.746Z","Debit","665c907fa3fb5122c4f8165e","AFG vs UGA",72830,"Game of 3","2024-06-04T00:30:00.000Z"
50,2,"Success","Winnings","2024-06-03T17:39:14.465Z","Credit","665c906da3fb5122c4f81645","SL vs SA",72831,"Game of 3","2024-06-03T14:30:00.000Z"
20,22,"Success","EntryFee","2024-06-03T07:03:32.679Z","Debit","665c906da3fb5122c4f81645","SL vs SA",72831,"Game of 3","2024-06-03T14:30:00.000Z"
18,40,"Success","EntryFee","2024-06-03T00:24:37.914Z","Debit","665d0981fb0f49f766a03205","NAM vs OMN",72829,"Head To Head","2024-06-03T00:30:00.000Z"
20,60,"Success","EntryFee","2024-06-03T00:24:29.815Z","Debit","665d0b91fb0f49f766a0c63d","NAM vs OMN",72829,"Game of 3","2024-06-03T00:30:00.000Z"
12,48,"Success","Refund","2024-06-02T14:30:00.120Z","Credit","665bbb31a3fb5122c4f7f158","WI vs PNG",72828,"Ben 10","2024-06-02T14:30:00.000Z"
12,60,"Success","EntryFee","2024-06-02T14:29:58.157Z","Debit","665bbb31a3fb5122c4f7f158","WI vs PNG",72828,"Ben 10","2024-06-02T14:30:00.000Z"
30,30,"Success","Winnings","2024-06-02T04:40:11.869Z","Credit","665b7f28fb0f49f76645fe67","USA vs CAN",72827,"Head To Head","2024-06-02T00:30:00.000Z"
18,48,"Success","EntryFee","2024-06-01T22:46:10.265Z","Debit","665b7f28fb0f49f76645fe67","USA vs CAN",72827,"Head To Head","2024-06-02T00:30:00.000Z"
12,60,"Success","EntryFee","2024-06-01T14:00:12.855Z","Debit","6658ae23a3fb5122c4f7c545","USA vs CAN",72827,"Head To Head ","2024-06-02T00:30:00.000Z"
20,40,"Success","Refund","2024-05-31T13:30:00.121Z","Credit","6658d2a3a3fb5122c4f7c9ea","BLZ vs CES",75209,"Game of 3","2024-05-31T13:30:00.000Z"
20,60,"Success","EntryFee","2024-05-31T05:56:16.700Z","Debit","6658d2a3a3fb5122c4f7c9ea","BLZ vs CES",75209,"Game of 3","2024-05-31T13:30:00.000Z"
50,10,"Success","Winnings","2024-05-31T05:47:39.296Z","Credit","66578b88fb0f49f766614ca6","ENG vs PAK",72781,"Game of 3","2024-05-30T17:30:00.000Z"
20,30,"Success","EntryFee","2024-05-30T17:23:07.470Z","Debit","6657ffc7fb0f49f7667c6b24","ENG vs PAK",72781,"Game of 3","2024-05-30T17:30:00.000Z"
20,50,"Success","EntryFee","2024-05-30T17:17:03.869Z","Debit","66578b88fb0f49f766614ca6","ENG vs PAK",72781,"Game of 3","2024-05-30T17:30:00.000Z"
50,0,"Success","Credit","2024-05-30T17:07:28.132Z","Credit",,,,,
18,18,"Success","EntryFee","2024-05-26T18:43:02.586Z","Debit","665376f4fb0f49f766e12f59","WI vs SA",76371,"Head To Head","2024-05-26T19:00:00.000Z"
40,58,"Success","EntryFee","2024-05-26T18:40:17.521Z","Debit","665341d6a3fb5122c4f783b1","WI vs SA",76371,"Game of 3","2024-05-26T19:00:00.000Z"
50,8,"Success","Credit","2024-05-26T13:44:50.805Z","Credit",,,,,
40,48,"Success","EntryFee","2024-05-26T06:07:09.100Z","Debit","6652b250fb0f49f766b69402","KKR vs SRH",74766,"Game of 3","2024-05-26T14:00:00.000Z"
20,28,"Success","Refund","2024-05-25T19:00:00.092Z","Credit","66522f4bfb0f49f766a94a30","WI vs SA",76370,"Game of 3","2024-05-25T19:00:00.000Z"
12,16,"Success","Refund","2024-05-25T19:00:00.073Z","Credit","66522f3dfb0f49f766a9477e","WI vs SA",76370,"Head To Head ","2024-05-25T19:00:00.000Z"
12,28,"Success","EntryFee","2024-05-25T18:59:31.913Z","Debit","66522f3dfb0f49f766a9477e","WI vs SA",76370,"Head To Head ","2024-05-25T19:00:00.000Z"
20,48,"Success","EntryFee","2024-05-25T18:59:19.429Z","Debit","66522f4bfb0f49f766a94a30","WI vs SA",76370,"Game of 3","2024-05-25T19:00:00.000Z"
20,68,"Success","EntryFee","2024-05-25T14:59:42.689Z","Debit","66509d7fa3fb5122c4f758c9","USA vs BAN",74389,"Game of 3","2024-05-25T15:00:00.000Z"
18,50,"Success","Refund","2024-05-25T13:30:00.065Z","Credit","66509d77a3fb5122c4f75894","ENG vs PAK",72779,"Head To Head","2024-05-25T13:30:00.000Z"
18,68,"Success","EntryFee","2024-05-25T13:27:13.734Z","Debit","66509d77a3fb5122c4f75894","ENG vs PAK",72779,"Head To Head","2024-05-25T13:30:00.000Z"
20,88,"Success","EntryFee","2024-05-25T13:26:41.013Z","Debit","66509d77a3fb5122c4f75897","ENG vs PAK",72779,"Game of 3","2024-05-25T13:30:00.000Z"
20,68,"Success","Winnings","2024-05-25T05:18:16.264Z","Credit","66509bd2fb0f49f766669abb","SRH vs RR",74765,"Head To Head ","2024-05-24T14:00:00.000Z"
50,18,"Success","Winnings","2024-05-25T05:18:15.796Z","Credit","66509b05fb0f49f766664e9d","SRH vs RR",74765,"Game of 3","2024-05-24T14:00:00.000Z"
12,30,"Success","EntryFee","2024-05-24T13:59:50.610Z","Debit","66509bd2fb0f49f766669abb","SRH vs RR",74765,"Head To Head ","2024-05-24T14:00:00.000Z"
20,50,"Success","EntryFee","2024-05-24T13:57:18.219Z","Debit","66509b05fb0f49f766664e9d","SRH vs RR",74765,"Game of 3","2024-05-24T14:00:00.000Z"
50,0,"Success","Credit","2024-05-24T07:47:03.954Z","Credit",,,,,
-7,-7,"Success","Admin Credit","2024-05-24T05:57:12.927Z","Credit","",,"","",
12,-7,"Success","EntryFee","2024-05-24T04:57:12.927Z","Debit","664e9d46a3fb5122c4f73d02","SRH vs RR",74765,"Head To Head ","2024-05-24T14:00:00.000Z"
12,-19,"Success","Refund","2024-05-24T04:57:12.927Z","Credit","664e9d46a3fb5122c4f73d02","SRH vs RR",74765,"Head To Head ","2024-05-24T14:00:00.000Z"
18,-25,"Success","Refund","2024-05-23T19:00:00.064Z","Credit","664ac879a3fb5122c4f70ea1","WI vs SA",76369,"Head To Head","2024-05-23T19:00:00.000Z"
18,-7,"Success","EntryFee","2024-05-23T18:57:55.131Z","Debit","664ac879a3fb5122c4f70ea1","WI vs SA",76369,"Head To Head","2024-05-23T19:00:00.000Z"
12,5,"Success","EntryFee","2024-05-23T18:57:45.918Z","Debit","664f8ddcfb0f49f7664b976e","WI vs SA",76369,"Head To Head ","2024-05-23T19:00:00.000Z"
59,64,"Success","EntryFee","2024-05-23T14:53:40.049Z","Debit","664e346da3fb5122c4f739aa","USA vs BAN",74388,"Head To Head ","2024-05-23T15:00:00.000Z"
12,76,"Success","EntryFee","2024-05-23T14:48:16.432Z","Debit","664f54a6fb0f49f76645fc5e","USA vs BAN",74388,"Head To Head ","2024-05-23T15:00:00.000Z"
18,94,"Success","EntryFee","2024-05-23T14:47:50.112Z","Debit","664e346da3fb5122c4f739a8","USA vs BAN",74388,"Head To Head","2024-05-23T15:00:00.000Z"
18,76,"Success","Refund","2024-05-23T09:00:00.079Z","Credit","664a4e6ba3fb5122c4f70ad5","IRE vs SCO",76377,"Head To Head","2024-05-23T09:00:00.000Z"
12,64,"Success","Refund","2024-05-23T09:00:00.056Z","Credit","664a4e6ba3fb5122c4f70ad4","IRE vs SCO",76377,"Head To Head ","2024-05-23T09:00:00.000Z"
12,76,"Success","EntryFee","2024-05-23T07:36:07.823Z","Debit","664a4e6ba3fb5122c4f70ad4","IRE vs SCO",76377,"Head To Head ","2024-05-23T09:00:00.000Z"
18,94,"Success","EntryFee","2024-05-23T04:55:46.205Z","Debit","664a4e6ba3fb5122c4f70ad5","IRE vs SCO",76377,"Head To Head","2024-05-23T09:00:00.000Z"
20,74,"Success","Winnings","2024-05-22T17:56:22.215Z","Credit","664df5bbfb0f49f7660f35a8","RR vs RCB",74764,"Head To Head ","2024-05-22T14:00:00.000Z"
30,44,"Success","Winnings","2024-05-22T17:56:22.199Z","Credit","664cda22fb0f49f766f719a5","RR vs RCB",74764,"Head To Head","2024-05-22T14:00:00.000Z"
12,56,"Success","EntryFee","2024-05-22T13:59:19.211Z","Debit","664df5bbfb0f49f7660f35a8","RR vs RCB",74764,"Head To Head ","2024-05-22T14:00:00.000Z"
40,96,"Success","EntryFee","2024-05-22T13:52:49.594Z","Debit","664dc1f9fb0f49f7660ab611","RR vs RCB",74764,"Game of 3","2024-05-22T14:00:00.000Z"
18,114,"Success","EntryFee","2024-05-22T04:57:37.414Z","Debit","664cda22fb0f49f766f719a5","RR vs RCB",74764,"Head To Head","2024-05-22T14:00:00.000Z"
20,94,"Success","Winnings","2024-05-21T18:37:01.865Z","Credit","664cb685fb0f49f766de7bed","USA vs BAN",74387,"Head To Head ","2024-05-21T15:00:00.000Z"
20,74,"Success","Winnings","2024-05-21T18:37:01.849Z","Credit","6647b2aba3fb5122c4f6d44f","USA vs BAN",74387,"Head To Head ","2024-05-21T15:00:00.000Z"
50,24,"Success","Winnings","2024-05-21T17:17:35.667Z","Credit","664ca26efb0f49f766d4509e","KKR vs SRH",74763,"Game of 3","2024-05-21T14:00:00.000Z"
20,4,"Success","Refund","2024-05-21T15:00:00.131Z","Credit","6647b2aba3fb5122c4f6d453","USA vs BAN",74387,"Game of 3","2024-05-21T15:00:00.000Z"
12,16,"Success","EntryFee","2024-05-21T14:58:26.550Z","Debit","664cb685fb0f49f766de7bed","USA vs BAN",74387,"Head To Head ","2024-05-21T15:00:00.000Z"
12,28,"Success","EntryFee","2024-05-21T14:58:13.565Z","Debit","6647b2aba3fb5122c4f6d44f","USA vs BAN",74387,"Head To Head ","2024-05-21T15:00:00.000Z"
20,48,"Success","EntryFee","2024-05-21T14:52:05.047Z","Debit","6647b2aba3fb5122c4f6d453","USA vs BAN",74387,"Game of 3","2024-05-21T15:00:00.000Z"
40,8,"Success","Refund","2024-05-21T14:00:00.073Z","Credit","664ca301fb0f49f766d476f4","KKR vs SRH",74763,"Game of 3","2024-05-21T14:00:00.000Z"
20,28,"Success","EntryFee","2024-05-21T13:42:53.924Z","Debit","664ca26efb0f49f766d4509e","KKR vs SRH",74763,"Game of 3","2024-05-21T14:00:00.000Z"
40,68,"Success","EntryFee","2024-05-21T13:42:37.282Z","Debit","664ca301fb0f49f766d476f4","KKR vs SRH",74763,"Game of 3","2024-05-21T14:00:00.000Z"
59,9,"Success","Refund","2024-05-18T14:00:00.101Z","Credit","66481347fb0f49f76645c820","RCB vs CSK",74760,"Head To Head ","2024-05-18T14:00:00.000Z"
20,29,"Success","EntryFee","2024-05-18T13:27:50.836Z","Debit","66489430fb0f49f76650993e","RCB vs CSK",74760,"Game of 3","2024-05-18T14:00:00.000Z"
59,88,"Success","EntryFee","2024-05-18T13:27:14.305Z","Debit","66481347fb0f49f76645c820","RCB vs CSK",74760,"Head To Head ","2024-05-18T14:00:00.000Z"
59,29,"Success","Refund","2024-05-17T17:30:00.125Z","Credit","66436d4dbdcccb8e101a5813","ENG-W vs PAK-W",74539,"Head To Head ","2024-05-17T17:30:00.000Z"
18,11,"Success","Refund","2024-05-17T17:30:00.100Z","Credit","66436d4dbdcccb8e101a5811","ENG-W vs PAK-W",74539,"Head To Head","2024-05-17T17:30:00.000Z"
18,29,"Success","EntryFee","2024-05-17T17:24:26.665Z","Debit","66436d4dbdcccb8e101a5811","ENG-W vs PAK-W",74539,"Head To Head","2024-05-17T17:30:00.000Z"
25,4,"Success","Credit","2024-05-17T17:18:57.111Z","Credit",,,,,
59,63,"Success","EntryFee","2024-05-17T17:05:38.738Z","Debit","66436d4dbdcccb8e101a5813","ENG-W vs PAK-W",74539,"Head To Head ","2024-05-17T17:30:00.000Z"
59,4,"Success","Refund","2024-05-17T14:00:00.103Z","Credit","664638c4a3fb5122c4f6c5d5","MI vs LSG",74759,"Head To Head ","2024-05-17T14:00:00.000Z"
40,44,"Success","EntryFee","2024-05-17T06:37:37.491Z","Debit","6646df0bfb0f49f7660f1208","MI vs LSG",74759,"Game of 3","2024-05-17T14:00:00.000Z"
59,103,"Success","EntryFee","2024-05-17T05:49:24.122Z","Debit","664638c4a3fb5122c4f6c5d5","MI vs LSG",74759,"Head To Head ","2024-05-17T14:00:00.000Z"
100,3,"Success","Credit","2024-05-16T13:25:43.642Z","Credit",,,,,
25,28,"Success","EntryFee","2024-05-15T13:56:55.020Z","Debit","66436d46bdcccb8e101a57ea","RR vs PBKS",74757,"High 5","2024-05-15T14:00:00.000Z"
40,68,"Success","EntryFee","2024-05-15T04:53:44.044Z","Debit","6643aa2ffb0f49f766b6f9e9","RR vs PBKS",74757,"Game of 3","2024-05-15T14:00:00.000Z"
30,38,"Success","Winnings","2024-05-14T17:57:28.148Z","Credit","66430a1afb0f49f7668a07ba","DC vs LSG",74756,"Head To Head","2024-05-14T14:00:00.000Z"
12,50,"Success","EntryFee","2024-05-14T13:59:37.998Z","Debit","66436c07fb0f49f76692917c","DC vs LSG",74756,"Head To Head ","2024-05-14T14:00:00.000Z"
18,68,"Success","EntryFee","2024-05-14T13:59:02.485Z","Debit","66430a1afb0f49f7668a07ba","DC vs LSG",74756,"Head To Head","2024-05-14T14:00:00.000Z"
59,127,"Success","EntryFee","2024-05-14T11:58:46.548Z","Debit","6640c8b4bdcccb8e101a2b5e","DC vs LSG",74756,"Head To Head ","2024-05-14T14:00:00.000Z"
59,68,"Success","Refund","2024-05-13T17:29:50.557Z","Credit","6640c8b3bdcccb8e101a2b47",,0,,
59,127,"Success","EntryFee","2024-05-13T16:14:09.823Z","Debit","6640c8b3bdcccb8e101a2b47","GT vs KKR",74755,"Head To Head ","2024-05-13T14:00:00.000Z"
50,77,"Success","Winnings","2024-05-13T11:28:02.326Z","Credit","6640c8bfbdcccb8e101a2b8d","BD vs MAK",75649,"Game of 3","2024-05-13T06:30:00.000Z"
20,97,"Success","EntryFee","2024-05-13T04:27:04.757Z","Debit","6640c8bfbdcccb8e101a2b8d","BD vs MAK",75649,"Game of 3","2024-05-13T06:30:00.000Z"
20,77,"Success","Winnings","2024-05-12T18:03:01.826Z","Credit","663e1c31bdcccb8e1019fa96","IRE vs PAK",75845,"Head To Head ","2024-05-12T14:00:00.000Z"
59,18,"Success","Refund","2024-05-12T14:44:00.101Z","Credit","663e1c31bdcccb8e1019fa99","IRE vs PAK",75845,"Head To Head ","2024-05-12T14:00:00.000Z"
12,30,"Success","EntryFee","2024-05-12T14:43:46.538Z","Debit","663e1c31bdcccb8e1019fa96","IRE vs PAK",75845,"Head To Head ","2024-05-12T14:00:00.000Z"
59,89,"Success","EntryFee","2024-05-12T14:43:03.469Z","Debit","663e1c31bdcccb8e1019fa99","IRE vs PAK",75845,"Head To Head ","2024-05-12T14:00:00.000Z"
40,49,"Success","Refund","2024-05-12T14:00:00.064Z","Credit","663fc541bdcccb8e101a1ba2","RCB vs DC",74754,"Game of 3","2024-05-12T14:00:00.000Z"
20,69,"Success","EntryFee","2024-05-12T13:58:04.403Z","Debit","6640c2a3fb0f49f766400068","RCB vs DC",74754,"Game of 3","2024-05-12T14:00:00.000Z"
40,109,"Success","EntryFee","2024-05-12T13:56:23.243Z","Debit","663fc541bdcccb8e101a1ba2","RCB vs DC",74754,"Game of 3","2024-05-12T14:00:00.000Z"
100,9,"Success","Credit","2024-05-12T13:54:47.101Z","Credit",,,,,
18,27,"Success","EntryFee","2024-05-12T03:59:15.110Z","Debit","66403c7dfb0f49f76629ca66","BAN vs ZIM",74537,"Head To Head","2024-05-12T04:00:00.000Z"
59,86,"Success","EntryFee","2024-05-12T02:05:12.082Z","Debit","663e1c15bdcccb8e1019fa62","BAN vs ZIM",74537,"Head To Head ","2024-05-12T04:00:00.000Z"
20,106,"Success","EntryFee","2024-05-11T15:23:27.001Z","Debit","663f627afb0f49f766fe7415","KKR vs MI",74752,"Game of 3","2024-05-11T14:00:00.000Z"
100,6,"Success","Credit","2024-05-11T14:26:33.912Z","Credit",,,,,
40,46,"Success","EntryFee","2024-05-11T05:33:22.871Z","Debit","663e1bd9bdcccb8e1019fa36","KKR vs MI",74752,"Game of 3","2024-05-11T14:00:00.000Z"
40,6,"Success","Refund","2024-05-10T14:00:00.517Z","Credit","663d8120b7ca9ad4a8487fd4","GT vs CSK",74751,"Game of 3","2024-05-10T14:00:00.000Z"
20,26,"Success","EntryFee","2024-05-10T13:58:00.642Z","Debit","663e25b1b7ca9ad4a858a9bf","GT vs CSK",74751,"Game of 3","2024-05-10T14:00:00.000Z"
25,1,"Success","Credit","2024-05-10T13:55:52.242Z","Credit",,,,,
12,13,"Success","EntryFee","2024-05-10T05:22:35.732Z","Debit","663d88bab7ca9ad4a84931a2","GT vs CSK",74751,"Head To Head ","2024-05-10T14:00:00.000Z"
40,53,"Success","EntryFee","2024-05-10T05:22:21.818Z","Debit","663d8120b7ca9ad4a8487fd4","GT vs CSK",74751,"Game of 3","2024-05-10T14:00:00.000Z"
50,3,"Success","Credit","2024-05-10T01:09:17.330Z","Credit",,,,,
4.85,7.85,"Success","EntryFee","2024-05-09T06:07:31.628Z","Debit","663adaaab71a7d839ce79059","BAN vs ZIM",74536,"Kaam ""25"" he","2024-05-10T12:00:00.000Z"
38,45.85,"Success","EntryFee","2024-05-09T04:34:28.120Z","Debit","663c21afb7ca9ad4a8053eed","PBKS vs RCB",74750,"Game of 3","2024-05-09T14:00:00.000Z"
20,25.85,"Success","Winnings","2024-05-08T16:48:30.162Z","Credit","663b83c6c90b683496c67f7b","SRH vs LSG",74749,"Head To Head ","2024-05-08T14:00:00.000Z"
11.4,37.25,"Success","EntryFee","2024-05-08T13:58:31.125Z","Debit","663b83c6c90b683496c67f7b","SRH vs LSG",74749,"Head To Head ","2024-05-08T14:00:00.000Z"
19,56.25,"Success","EntryFee","2024-05-08T05:33:15.808Z","Debit","663ae1dac90b683496b70278","SRH vs LSG",74749,"Game of 3","2024-05-08T14:00:00.000Z"
50,6.25,"Success","Credit","2024-05-08T03:30:48.812Z","Credit",,,,,
19,25.25,"Success","EntryFee","2024-05-07T02:30:03.878Z","Debit","66378105821eb0d26ba4a8db","DC vs RR",74748,"Game of 3","2024-05-07T14:00:00.000Z"
25,0.25,"Success","Credit","2024-05-07T02:21:03.014Z","Credit",,,,,
50,0.25,"Failed","Credit","2024-05-06T17:15:12.082Z","Credit",,,,,
4.75,5,"Success","EntryFee","2024-05-04T15:46:29.285Z","Debit","6633e8efb48917c7ae440ff9","PBKS vs CSK",74745,"Kaam ""25"" he","2024-05-05T10:00:00.000Z"
5,0,"Success","Cash Bonus","2024-05-04T15:42:23.001Z","Credit",,,,,
5,0,"Success","Signup Bonus","2024-05-04T15:42:22.995Z","Credit",,,,,
