"amount","previousBalance","transactionStatus","transanctionRelatedType","transanctionTime","transanctionType","contestId","fixtureDisplayName","fixtureId","contestName","fixtureStartDate"
12,13,"Success","EntryFee","2024-05-15T13:10:58.569Z","Debit","6644afd8fb0f49f766cccc5f","RR vs PBKS",74757,"Head To Head ","2024-05-15T14:00:00.000Z"
12,25,"Success","EntryFee","2024-05-15T10:52:12.525Z","Debit","6643ce90fb0f49f766ba1424","RR vs PBKS",74757,"Head To Head ","2024-05-15T14:00:00.000Z"
25,0,"Success","Credit","2024-05-15T10:50:07.281Z","Credit",,,,,
2,2,"Success","EntryFee","2024-05-14T20:51:26.030Z","Debit","66436d46bdcccb8e101a57ee","RR vs PBKS",74757,"Mega Contest","2024-05-15T14:00:00.000Z"
2,4,"Success","EntryFee","2024-05-14T20:50:51.506Z","Debit","66436d46bdcccb8e101a57ee","RR vs PBKS",74757,"Mega Contest","2024-05-15T14:00:00.000Z"
12,16,"Success","EntryFee","2024-05-14T20:50:24.651Z","Debit","66436d46bdcccb8e101a57e2","RR vs PBKS",74757,"Head To Head ","2024-05-15T14:00:00.000Z"
18,34,"Success","EntryFee","2024-05-14T02:24:18.695Z","Debit","6642cb42fb0f49f766849fcd","DC vs LSG",74756,"Head To Head","2024-05-14T14:00:00.000Z"
12,46,"Success","EntryFee","2024-05-14T02:24:01.379Z","Debit","6642ba6ffb0f49f766833f92","DC vs LSG",74756,"Head To Head ","2024-05-14T14:00:00.000Z"
12,34,"Success","Refund","2024-05-13T17:29:51.389Z","Credit","66415dfdfb0f49f76663f0ae",,0,,
18,16,"Success","Refund","2024-05-13T17:29:51.291Z","Credit","664146cdfb0f49f76661e11a",,0,,
12,28,"Success","EntryFee","2024-05-13T01:11:33.324Z","Debit","66415dfdfb0f49f76663f0ae","GT vs KKR",74755,"Head To Head ","2024-05-13T14:00:00.000Z"
18,46,"Success","EntryFee","2024-05-13T01:09:27.817Z","Debit","664146cdfb0f49f76661e11a","GT vs KKR",74755,"Head To Head","2024-05-13T14:00:00.000Z"
20,26,"Success","Winnings","2024-05-12T17:36:19.963Z","Credit","6640c84dfb0f49f7664221c6","RCB vs DC",74754,"Head To Head ","2024-05-12T14:00:00.000Z"
12,14,"Success","Refund","2024-05-12T14:00:00.106Z","Credit","6640c99dfb0f49f76642a593","RCB vs DC",74754,"Head To Head ","2024-05-12T14:00:00.000Z"
12,26,"Success","EntryFee","2024-05-12T13:54:53.862Z","Debit","6640c99dfb0f49f76642a593","RCB vs DC",74754,"Head To Head ","2024-05-12T14:00:00.000Z"
25,1,"Success","Credit","2024-05-12T13:49:12.714Z","Credit",,,,,
12,13,"Success","EntryFee","2024-05-12T13:48:49.079Z","Debit","6640c84dfb0f49f7664221c6","RCB vs DC",74754,"Head To Head ","2024-05-12T14:00:00.000Z"
12,25,"Success","EntryFee","2024-05-12T02:49:27.865Z","Debit","66402af2fb0f49f76627f503","CSK vs RR",74753,"Head To Head ","2024-05-12T10:00:00.000Z"
18,43,"Success","EntryFee","2024-05-12T02:49:21.789Z","Debit","663e1bdcbdcccb8e1019fa49","CSK vs RR",74753,"Head To Head","2024-05-12T10:00:00.000Z"
20,23,"Success","Winnings","2024-05-11T19:03:23.445Z","Credit","663ea9f2fb0f49f766ee87c0","KKR vs MI",74752,"Head To Head ","2024-05-11T14:00:00.000Z"
20,3,"Success","Winnings","2024-05-11T19:03:23.429Z","Credit","663e1bd9bdcccb8e1019fa31","KKR vs MI",74752,"Head To Head ","2024-05-11T14:00:00.000Z"
11.4,14.4,"Success","EntryFee","2024-05-11T02:31:35.103Z","Debit","663ea9f2fb0f49f766ee87c0","KKR vs MI",74752,"Head To Head ","2024-05-11T14:00:00.000Z"
11.4,25.8,"Success","EntryFee","2024-05-10T23:12:50.688Z","Debit","663e1bd9bdcccb8e1019fa31","KKR vs MI",74752,"Head To Head ","2024-05-11T14:00:00.000Z"
25,0.8,"Success","Credit","2024-05-10T18:09:39.480Z","Credit",,,,,
1.9,2.7,"Success","EntryFee","2024-05-10T13:51:25.902Z","Debit","663adaa4b71a7d839ce7904c","GT vs CSK",74751,"Mega Contest ($2 To $1444)","2024-05-10T14:00:00.000Z"
19,21.7,"Success","EntryFee","2024-05-10T13:50:38.096Z","Debit","663e25b1b7ca9ad4a858a9bf","GT vs CSK",74751,"Game of 3","2024-05-10T14:00:00.000Z"
11.4,33.1,"Success","EntryFee","2024-05-10T13:50:07.604Z","Debit","663e2538b7ca9ad4a8588245","GT vs CSK",74751,"Head To Head ","2024-05-10T14:00:00.000Z"
25,8.1,"Success","Credit","2024-05-09T18:10:09.177Z","Credit",,,,,
1.9,10,"Success","EntryFee","2024-05-09T13:59:54.673Z","Debit","663a12a0b71a7d839ce77bab","PBKS vs RCB",74750,"Mega Contest ($2 To $1444)","2024-05-09T14:00:00.000Z"
11.4,21.4,"Success","EntryFee","2024-05-09T13:54:01.863Z","Debit","663cd531b7ca9ad4a815c20c","PBKS vs RCB",74750,"Head To Head ","2024-05-09T14:00:00.000Z"
11.4,32.8,"Success","EntryFee","2024-05-09T12:44:02.436Z","Debit","663c791fb7ca9ad4a80d0405","PBKS vs RCB",74750,"Head To Head ","2024-05-09T14:00:00.000Z"
25,7.8,"Success","Credit","2024-05-08T17:18:34.790Z","Credit",,,,,
6,1.8,"Success","Winnings","2024-05-08T16:48:29.959Z","Credit","6638e5e372c267eb040b7ba9","SRH vs LSG",74749,"Mega Contest ($2 To $1444)","2024-05-08T14:00:00.000Z"
1.9,3.7,"Success","EntryFee","2024-05-08T13:55:35.211Z","Debit","6638e5e372c267eb040b7ba9","SRH vs LSG",74749,"Mega Contest ($2 To $1444)","2024-05-08T14:00:00.000Z"
1.9,5.6,"Success","EntryFee","2024-05-08T13:54:33.087Z","Debit","6638e5e372c267eb040b7ba9","SRH vs LSG",74749,"Mega Contest ($2 To $1444)","2024-05-08T14:00:00.000Z"
1.9,7.5,"Success","EntryFee","2024-05-08T13:53:57.494Z","Debit","6638e5e372c267eb040b7ba9","SRH vs LSG",74749,"Mega Contest ($2 To $1444)","2024-05-08T14:00:00.000Z"
6,1.5,"Success","Winnings","2024-05-06T17:44:41.640Z","Credit","66378103821eb0d26ba4a8cc","MI vs SRH",74747,"Mega Contest ($2 To $1444)","2024-05-06T14:00:00.000Z"
1.9,3.4,"Success","EntryFee","2024-05-06T13:57:01.486Z","Debit","66378103821eb0d26ba4a8cc","MI vs SRH",74747,"Mega Contest ($2 To $1444)","2024-05-06T14:00:00.000Z"
1.9,5.3,"Success","EntryFee","2024-05-06T13:55:40.645Z","Debit","66378103821eb0d26ba4a8cc","MI vs SRH",74747,"Mega Contest ($2 To $1444)","2024-05-06T14:00:00.000Z"
1.9,7.2,"Success","EntryFee","2024-05-05T19:05:24.036Z","Debit","66378103821eb0d26ba4a8cc","MI vs SRH",74747,"Mega Contest ($2 To $1444)","2024-05-06T14:00:00.000Z"
6,1.2,"Success","Winnings","2024-05-05T17:48:26.294Z","Credit","66350397821eb0d26ba44bf9","LSG vs KKR",74746,"Mega Contest ($2 To $1444)","2024-05-05T14:00:00.000Z"
1.9,3.1,"Success","EntryFee","2024-05-05T13:52:38.749Z","Debit","66350397821eb0d26ba44bf9","LSG vs KKR",74746,"Mega Contest ($2 To $1444)","2024-05-05T14:00:00.000Z"
1.9,5,"Success","EntryFee","2024-05-05T13:51:00.579Z","Debit","66350397821eb0d26ba44bf9","LSG vs KKR",74746,"Mega Contest ($2 To $1444)","2024-05-05T14:00:00.000Z"
5,0,"Success","Cash Bonus","2024-05-05T01:02:48.653Z","Credit",,,,,
5,0,"Success","Signup Bonus","2024-05-05T01:02:48.646Z","Credit",,,,,
