"amount","previousBalance","transactionStatus","transanctionRelatedType","transanctionTime","transanctionType","contestId","fixtureDisplayName","fixtureId","contestName","fixtureStartDate"
20,38,"Success","EntryFee","2024-06-03T10:44:28.120Z","Debit","665c906da3fb5122c4f81645","SL vs SA",72831,"Game of 3","2024-06-03T14:30:00.000Z"
6,32,"Success","Refund","2024-06-03T00:30:00.118Z","Credit","665bbb3aa3fb5122c4f7f170","NAM vs OMN",72829,"Ben 10 ","2024-06-03T00:30:00.000Z"
20,52,"Success","EntryFee","2024-06-03T00:17:45.525Z","Debit","665d0b91fb0f49f766a0c63d","NAM vs OMN",72829,"Game of 3","2024-06-03T00:30:00.000Z"
18,70,"Success","EntryFee","2024-06-03T00:08:33.544Z","Debit","665bbb3aa3fb5122c4f7f163","NAM vs OMN",72829,"Head To Head","2024-06-03T00:30:00.000Z"
6,76,"Success","EntryFee","2024-06-02T18:14:32.396Z","Debit","665bbb3aa3fb5122c4f7f170","NAM vs OMN",72829,"Ben 10 ","2024-06-03T00:30:00.000Z"
20,96,"Success","EntryFee","2024-06-02T18:04:11.489Z","Debit","665bbb3aa3fb5122c4f7f166","NAM vs OMN",72829,"Game of 3","2024-06-03T00:30:00.000Z"
3,93,"Success","Winnings","2024-06-02T17:58:07.166Z","Credit","665bbb31a3fb5122c4f7f153","WI vs PNG",72828,"Mega Contest","2024-06-02T14:30:00.000Z"
50,43,"Success","Winnings","2024-06-02T17:58:07.150Z","Credit","665bbb31a3fb5122c4f7f14d","WI vs PNG",72828,"Game of 3","2024-06-02T14:30:00.000Z"
30,13,"Success","Winnings","2024-06-02T17:58:07.134Z","Credit","665bbb31a3fb5122c4f7f14a","WI vs PNG",72828,"Head To Head","2024-06-02T14:30:00.000Z"
2,15,"Success","EntryFee","2024-06-02T13:45:48.629Z","Debit","665bbb31a3fb5122c4f7f153","WI vs PNG",72828,"Mega Contest","2024-06-02T14:30:00.000Z"
18,33,"Success","EntryFee","2024-06-02T13:45:06.347Z","Debit","665bbb31a3fb5122c4f7f14a","WI vs PNG",72828,"Head To Head","2024-06-02T14:30:00.000Z"
20,53,"Success","EntryFee","2024-06-02T07:53:23.990Z","Debit","665bbb31a3fb5122c4f7f14d","WI vs PNG",72828,"Game of 3","2024-06-02T14:30:00.000Z"
50,3,"Success","Winnings","2024-06-02T04:40:11.762Z","Credit","665b1d26fb0f49f7662d6961","USA vs CAN",72827,"Game of 3","2024-06-02T00:30:00.000Z"
3,0,"Success","Winnings","2024-06-02T04:40:11.747Z","Credit","6658ae24a3fb5122c4f7c54f","USA vs CAN",72827,"Mega Contest","2024-06-02T00:30:00.000Z"
2,2,"Success","EntryFee","2024-06-01T13:34:07.573Z","Debit","6658ae24a3fb5122c4f7c54f","USA vs CAN",72827,"Mega Contest","2024-06-02T00:30:00.000Z"
20,22,"Success","EntryFee","2024-06-01T13:30:52.230Z","Debit","665b1d26fb0f49f7662d6961","USA vs CAN",72827,"Game of 3","2024-06-02T00:30:00.000Z"
20,2,"Success","Refund","2024-05-31T13:14:18.547Z","Credit","66578b88fb0f49f766614ca6","ENG vs PAK",72781,"Game of 3","2024-05-30T17:30:00.000Z"
2,0,"Success","Refund","2024-05-30T17:30:00.099Z","Credit","665733a1a3fb5122c4f7b35b","GLO vs ESS",72153,"Mega Contest","2024-05-30T17:30:00.000Z"
2,2,"Success","EntryFee","2024-05-30T17:21:09.743Z","Debit","665733a1a3fb5122c4f7b35b","GLO vs ESS",72153,"Mega Contest","2024-05-30T17:30:00.000Z"
1,3,"Success","EntryFee","2024-05-30T17:07:00.131Z","Debit","665340f3a3fb5122c4f7832c","ENG vs PAK",72781,"Dollar Only ","2024-05-30T17:30:00.000Z"
2,5,"Success","EntryFee","2024-05-30T17:06:51.748Z","Debit","665340f3a3fb5122c4f78329","ENG vs PAK",72781,"Mega Contest","2024-05-30T17:30:00.000Z"
5,10,"Success","EntryFee","2024-05-30T17:06:46.512Z","Debit","665340f3a3fb5122c4f78321","ENG vs PAK",72781,"Kaam ""25"" he","2024-05-30T17:30:00.000Z"
20,30,"Success","EntryFee","2024-05-30T17:05:18.547Z","Debit","66578b88fb0f49f766614ca6","ENG vs PAK",72781,"Game of 3","2024-05-30T17:30:00.000Z"
20,50,"Success","EntryFee","2024-05-29T23:03:04.114Z","Debit","66578b88fb0f49f766614ca6","ENG vs PAK",72781,"Game of 3","2024-05-30T17:30:00.000Z"
50,0,"Success","Winnings","2024-05-29T18:00:03.697Z","Credit","665340e8a3fb5122c4f782be","ENG-W vs PAK-W",74543,"Game of 3","2024-05-29T12:00:00.000Z"
20,20,"Success","EntryFee","2024-05-29T17:15:48.210Z","Debit","665340f3a3fb5122c4f78323","ENG vs PAK",72781,"Game of 3","2024-05-30T17:30:00.000Z"
20,40,"Success","EntryFee","2024-05-29T02:22:20.944Z","Debit","66567b3bfb0f49f7662c31ff","ENG-W vs PAK-W",74543,"Game of 3","2024-05-29T12:00:00.000Z"
20,60,"Success","EntryFee","2024-05-29T00:34:52.827Z","Debit","665340e8a3fb5122c4f782be","ENG-W vs PAK-W",74543,"Game of 3","2024-05-29T12:00:00.000Z"
20,40,"Success","Refund","2024-05-28T19:27:12.712Z","Credit","665606b9fb0f49f7661beb3c",,0,,
20,20,"Success","Refund","2024-05-28T19:27:12.404Z","Credit","665340efa3fb5122c4f782f5",,0,,
20,40,"Success","EntryFee","2024-05-28T17:16:11.909Z","Debit","665606b9fb0f49f7661beb3c","ENG vs PAK",72780,"Game of 3","2024-05-28T17:30:00.000Z"
20,60,"Success","EntryFee","2024-05-28T08:12:53.519Z","Debit","665340efa3fb5122c4f782f5","ENG vs PAK",72780,"Game of 3","2024-05-28T17:30:00.000Z"
60,0,"Success","Credit","2024-05-28T08:09:41.181Z","Credit",,,,,
1,1,"Success","EntryFee","2024-05-26T18:38:14.668Z","Debit","665341d6a3fb5122c4f783b9","WI vs SA",76371,"Dollar Only ","2024-05-26T19:00:00.000Z"
20,21,"Success","EntryFee","2024-05-26T18:30:53.201Z","Debit","665341d6a3fb5122c4f783b0","WI vs SA",76371,"Game of 3","2024-05-26T19:00:00.000Z"
20,1,"Success","Winnings","2024-05-26T16:57:42.568Z","Credit","6652c813fb0f49f766b85a80","KKR vs SRH",74766,"Head To Head ","2024-05-26T14:00:00.000Z"
2,3,"Success","EntryFee","2024-05-26T13:52:21.685Z","Debit","66514797a3fb5122c4f75cec","KKR vs SRH",74766,"Mega Contest","2024-05-26T14:00:00.000Z"
12,15,"Success","EntryFee","2024-05-26T13:42:08.418Z","Debit","66533a35fb0f49f766c23dd3","KKR vs SRH",74766,"Head To Head ","2024-05-26T14:00:00.000Z"
25,40,"Success","EntryFee","2024-05-26T13:41:20.319Z","Debit","66514797a3fb5122c4f75cea","KKR vs SRH",74766,"High 5","2024-05-26T14:00:00.000Z"
20,60,"Success","EntryFee","2024-05-26T13:22:32.083Z","Debit","66533728fb0f49f766c1daa2","KKR vs SRH",74766,"Game of 3","2024-05-26T14:00:00.000Z"
20,80,"Success","EntryFee","2024-05-26T11:28:20.301Z","Debit","66531502fb0f49f766beb0e3","KKR vs SRH",74766,"Game of 3","2024-05-26T14:00:00.000Z"
2,82,"Success","EntryFee","2024-05-26T10:17:20.546Z","Debit","66514797a3fb5122c4f75cec","KKR vs SRH",74766,"Mega Contest","2024-05-26T14:00:00.000Z"
12,94,"Success","EntryFee","2024-05-26T10:17:09.287Z","Debit","6652c813fb0f49f766b85a80","KKR vs SRH",74766,"Head To Head ","2024-05-26T14:00:00.000Z"
50,44,"Success","Winnings","2024-05-25T22:31:02.734Z","Credit","66509d87a3fb5122c4f758f7","WI vs SA",76370,"Game of 3","2024-05-25T19:00:00.000Z"
12,56,"Success","EntryFee","2024-05-25T18:24:50.765Z","Debit","66509d87a3fb5122c4f758f3","WI vs SA",76370,"Head To Head ","2024-05-25T19:00:00.000Z"
20,76,"Success","EntryFee","2024-05-25T18:00:52.941Z","Debit","6652274efb0f49f766a88e46","WI vs SA",76370,"Game of 3","2024-05-25T19:00:00.000Z"
20,96,"Success","EntryFee","2024-05-25T18:00:46.025Z","Debit","66509d87a3fb5122c4f758f7","WI vs SA",76370,"Game of 3","2024-05-25T19:00:00.000Z"
20,76,"Success","Winnings","2024-05-25T17:42:02.394Z","Credit","66509d7fa3fb5122c4f758c5","USA vs BAN",74389,"Head To Head ","2024-05-25T15:00:00.000Z"
50,26,"Success","Winnings","2024-05-25T16:56:04.157Z","Credit","66509d77a3fb5122c4f75897","ENG vs PAK",72779,"Game of 3","2024-05-25T13:30:00.000Z"
20,6,"Success","Winnings","2024-05-25T16:56:04.142Z","Credit","66509d77a3fb5122c4f75893","ENG vs PAK",72779,"Head To Head ","2024-05-25T13:30:00.000Z"
12,18,"Success","EntryFee","2024-05-25T14:54:35.007Z","Debit","66509d7fa3fb5122c4f758c5","USA vs BAN",74389,"Head To Head ","2024-05-25T15:00:00.000Z"
12,30,"Success","EntryFee","2024-05-25T13:24:38.747Z","Debit","66509d77a3fb5122c4f75893","ENG vs PAK",72779,"Head To Head ","2024-05-25T13:30:00.000Z"
25,5,"Success","Credit","2024-05-25T13:23:17.094Z","Credit",,,,,
20,25,"Success","EntryFee","2024-05-25T13:13:48.051Z","Debit","66509d77a3fb5122c4f75897","ENG vs PAK",72779,"Game of 3","2024-05-25T13:30:00.000Z"
100,125,"Success","Withdrawal","2024-05-25T05:25:01.938Z","Debit",,,,,
50,75,"Success","Winnings","2024-05-25T05:18:12.979Z","Credit","66500689fb0f49f7665881cc","SRH vs RR",74765,"Game of 3","2024-05-24T14:00:00.000Z"
50,25,"Success","Winnings","2024-05-25T05:18:12.505Z","Credit","664fe9befb0f49f76655ed78","SRH vs RR",74765,"Game of 3","2024-05-24T14:00:00.000Z"
25,0,"Success","Refund","2024-05-24T14:00:00.115Z","Credit","664e9d46a3fb5122c4f73d0a","SRH vs RR",74765,"High 5","2024-05-24T14:00:00.000Z"
20,20,"Success","EntryFee","2024-05-24T13:51:33.740Z","Debit","66509b05fb0f49f766664e9d","SRH vs RR",74765,"Game of 3","2024-05-24T14:00:00.000Z"
20,40,"Success","EntryFee","2024-05-24T05:06:12.428Z","Debit","66500689fb0f49f7665881cc","SRH vs RR",74765,"Game of 3","2024-05-24T14:00:00.000Z"
20,60,"Success","EntryFee","2024-05-24T02:41:15.861Z","Debit","664ff500fb0f49f76656f1e9","SRH vs RR",74765,"Game of 3","2024-05-24T14:00:00.000Z"
25,85,"Success","EntryFee","2024-05-24T01:47:15.072Z","Debit","664e9d46a3fb5122c4f73d0a","SRH vs RR",74765,"High 5","2024-05-24T14:00:00.000Z"
20,105,"Success","EntryFee","2024-05-24T01:42:01.339Z","Debit","664fe9befb0f49f76655ed78","SRH vs RR",74765,"Game of 3","2024-05-24T14:00:00.000Z"
100,5,"Success","Credit","2024-05-23T22:31:06.036Z","Credit",,,,,
100,5,"Failed","Credit","2024-05-23T22:29:41.849Z","Credit",,,,,
12,17,"Success","EntryFee","2024-05-23T17:53:28.025Z","Debit","664ac879a3fb5122c4f70ea0","WI vs SA",76369,"Head To Head ","2024-05-23T19:00:00.000Z"
20,37,"Success","EntryFee","2024-05-23T17:53:13.355Z","Debit","664f814efb0f49f7664a54ff","WI vs SA",76369,"Game of 3","2024-05-23T19:00:00.000Z"
20,57,"Success","EntryFee","2024-05-23T17:37:48.339Z","Debit","664ac879a3fb5122c4f70ea4","WI vs SA",76369,"Game of 3","2024-05-23T19:00:00.000Z"
12,45,"Success","Refund","2024-05-23T15:00:00.129Z","Credit","664f5754fb0f49f7664643f4","USA vs BAN",74388,"Head To Head ","2024-05-23T15:00:00.000Z"
20,25,"Success","Refund","2024-05-23T15:00:00.110Z","Credit","664f5040fb0f49f766459548","USA vs BAN",74388,"Game of 3","2024-05-23T15:00:00.000Z"
25,0,"Success","Refund","2024-05-23T15:00:00.076Z","Credit","664e346da3fb5122c4f739b4","USA vs BAN",74388,"MEGA DREAM","2024-05-23T15:00:00.000Z"
25,25,"Success","EntryFee","2024-05-23T14:53:06.063Z","Debit","664e346da3fb5122c4f739b4","USA vs BAN",74388,"MEGA DREAM","2024-05-23T15:00:00.000Z"
12,37,"Success","EntryFee","2024-05-23T14:50:16.769Z","Debit","664f5754fb0f49f7664643f4","USA vs BAN",74388,"Head To Head ","2024-05-23T15:00:00.000Z"
20,57,"Success","EntryFee","2024-05-23T14:47:27.558Z","Debit","664f5040fb0f49f766459548","USA vs BAN",74388,"Game of 3","2024-05-23T15:00:00.000Z"
50,7,"Success","Winnings","2024-05-22T17:56:22.293Z","Credit","664da06cfb0f49f766080eb1","RR vs RCB",74764,"Game of 3","2024-05-22T14:00:00.000Z"
5,12,"Success","EntryFee","2024-05-22T10:22:36.708Z","Debit","664ac86ba3fb5122c4f70e72","RR vs RCB",74764,"Kaam ""25"" he","2024-05-22T14:00:00.000Z"
20,32,"Success","EntryFee","2024-05-22T10:21:48.729Z","Debit","664da06cfb0f49f766080eb1","RR vs RCB",74764,"Game of 3","2024-05-22T14:00:00.000Z"
20,52,"Success","EntryFee","2024-05-22T06:48:01.837Z","Debit","664d7002fb0f49f76603f7e0","RR vs RCB",74764,"Game of 3","2024-05-22T14:00:00.000Z"
23,75,"Success","EntryFee","2024-05-21T22:55:30.077Z","Debit","664ac86ba3fb5122c4f70e7a","RR vs RCB",74764,"Power Play ($23 to $773)","2024-05-22T14:00:00.000Z"
20,95,"Success","EntryFee","2024-05-21T22:00:31.015Z","Debit","664d1979fb0f49f766fcbef2","RR vs RCB",74764,"Game of 3","2024-05-22T14:00:00.000Z"
20,115,"Success","EntryFee","2024-05-21T22:00:25.555Z","Debit","664ac86ba3fb5122c4f70e74","RR vs RCB",74764,"Game of 3","2024-05-22T14:00:00.000Z"
50,65,"Success","Credit","2024-05-21T20:04:55.606Z","Credit",,,,,
50,15,"Success","Winnings","2024-05-21T17:17:35.098Z","Credit","664b5758fb0f49f766b8a0a0","KKR vs SRH",74763,"Game of 3","2024-05-21T14:00:00.000Z"
15,0,"Success","Winnings","2024-05-21T17:17:35.084Z","Credit","664ac844a3fb5122c4f70e5d","KKR vs SRH",74763,"High 5","2024-05-21T14:00:00.000Z"
2,2,"Success","EntryFee","2024-05-20T23:42:25.545Z","Debit","664ac844a3fb5122c4f70e61","KKR vs SRH",74763,"Mega Contest","2024-05-21T14:00:00.000Z"
5,7,"Success","EntryFee","2024-05-20T14:00:52.830Z","Debit","664ac844a3fb5122c4f70e57","KKR vs SRH",74763,"Kaam ""25"" he","2024-05-21T14:00:00.000Z"
20,27,"Success","EntryFee","2024-05-20T14:00:01.405Z","Debit","664b5758fb0f49f766b8a0a0","KKR vs SRH",74763,"Game of 3","2024-05-21T14:00:00.000Z"
20,47,"Success","EntryFee","2024-05-20T13:59:52.261Z","Debit","664ac844a3fb5122c4f70e59","KKR vs SRH",74763,"Game of 3","2024-05-21T14:00:00.000Z"
5,52,"Success","EntryFee","2024-05-20T09:56:42.838Z","Debit","664ac844a3fb5122c4f70e57","KKR vs SRH",74763,"Kaam ""25"" he","2024-05-21T14:00:00.000Z"
25,77,"Success","EntryFee","2024-05-20T09:42:38.917Z","Debit","664ac844a3fb5122c4f70e5d","KKR vs SRH",74763,"High 5","2024-05-21T14:00:00.000Z"
20,57,"Success","Refund","2024-05-19T17:25:44.918Z","Credit","6649ffebfb0f49f7669aa509",,0,,
20,37,"Success","Refund","2024-05-19T17:25:44.890Z","Credit","6649cdf4fb0f49f7668db010",,0,,
12,25,"Success","Refund","2024-05-19T17:25:44.652Z","Credit","664901f6a3fb5122c4f6efb7",,0,,
20,5,"Success","Refund","2024-05-19T17:25:44.612Z","Credit","664901f6a3fb5122c4f6efb0",,0,,
12,17,"Success","EntryFee","2024-05-19T13:48:33.549Z","Debit","664901f6a3fb5122c4f6efb7","RR vs KKR",74762,"Royal Rumble ($12 to $1200) ","2024-05-19T14:00:00.000Z"
6,11,"Success","Winnings","2024-05-19T13:47:12.404Z","Credit","664901f2a3fb5122c4f6ef97","SRH vs PBKS",74761,"Kaam ""25"" he","2024-05-19T10:00:00.000Z"
20,31,"Success","EntryFee","2024-05-19T13:35:04.335Z","Debit","6649ffebfb0f49f7669aa509","RR vs KKR",74762,"Game of 3","2024-05-19T14:00:00.000Z"
20,51,"Success","EntryFee","2024-05-19T13:34:35.624Z","Debit","6649cdf4fb0f49f7668db010","RR vs KKR",74762,"Game of 3","2024-05-19T14:00:00.000Z"
50,1,"Success","Credit","2024-05-19T13:33:05.609Z","Credit",,,,,
20,21,"Success","EntryFee","2024-05-19T10:01:24.348Z","Debit","664901f6a3fb5122c4f6efb0","RR vs KKR",74762,"Game of 3","2024-05-19T14:00:00.000Z"
20,1,"Success","Refund","2024-05-19T10:00:00.052Z","Credit","66495082fb0f49f76682efa8","SRH vs PBKS",74761,"Game of 3","2024-05-19T10:00:00.000Z"
5,6,"Success","EntryFee","2024-05-19T09:56:42.419Z","Debit","664901f2a3fb5122c4f6ef97","SRH vs PBKS",74761,"Kaam ""25"" he","2024-05-19T10:00:00.000Z"
5,11,"Success","EntryFee","2024-05-19T09:50:16.848Z","Debit","664901f2a3fb5122c4f6ef97","SRH vs PBKS",74761,"Kaam ""25"" he","2024-05-19T10:00:00.000Z"
20,31,"Success","EntryFee","2024-05-19T09:46:55.140Z","Debit","66495082fb0f49f76682efa8","SRH vs PBKS",74761,"Game of 3","2024-05-19T10:00:00.000Z"
18,49,"Success","EntryFee","2024-05-19T00:25:40.951Z","Debit","664901f2a3fb5122c4f6ef96","SRH vs PBKS",74761,"Head To Head","2024-05-19T10:00:00.000Z"
5,54,"Success","EntryFee","2024-05-19T00:25:28.058Z","Debit","664901f2a3fb5122c4f6ef97","SRH vs PBKS",74761,"Kaam ""25"" he","2024-05-19T10:00:00.000Z"
20,74,"Success","EntryFee","2024-05-19T00:25:19.483Z","Debit","664901f2a3fb5122c4f6ef99","SRH vs PBKS",74761,"Game of 3","2024-05-19T10:00:00.000Z"
50,24,"Success","Winnings","2024-05-18T18:35:17.783Z","Credit","6646da08a3fb5122c4f6cb34","RCB vs CSK",74760,"Game of 3","2024-05-18T14:00:00.000Z"
24,0,"Success","Winnings","2024-05-18T18:35:17.770Z","Credit","6646da08a3fb5122c4f6cb32","RCB vs CSK",74760,"Kaam ""25"" he","2024-05-18T14:00:00.000Z"
5,5,"Success","EntryFee","2024-05-17T20:24:22.749Z","Debit","6646da08a3fb5122c4f6cb32","RCB vs CSK",74760,"Kaam ""25"" he","2024-05-18T14:00:00.000Z"
5,10,"Success","EntryFee","2024-05-17T20:23:05.910Z","Debit","6646da08a3fb5122c4f6cb32","RCB vs CSK",74760,"Kaam ""25"" he","2024-05-18T14:00:00.000Z"
20,30,"Success","EntryFee","2024-05-17T20:22:59.998Z","Debit","6646da08a3fb5122c4f6cb34","RCB vs CSK",74760,"Game of 3","2024-05-18T14:00:00.000Z"
25,5,"Success","Refund","2024-05-17T14:00:00.120Z","Credit","664638c4a3fb5122c4f6c5da","MI vs LSG",74759,"High 5","2024-05-17T14:00:00.000Z"
2,7,"Success","EntryFee","2024-05-17T00:49:38.676Z","Debit","664638c4a3fb5122c4f6c5de","MI vs LSG",74759,"Mega Contest","2024-05-17T14:00:00.000Z"
20,27,"Success","EntryFee","2024-05-17T00:48:59.780Z","Debit","664697f0fb0f49f76608f0a2","MI vs LSG",74759,"Game of 3","2024-05-17T14:00:00.000Z"
25,52,"Success","EntryFee","2024-05-16T21:48:02.136Z","Debit","664638c4a3fb5122c4f6c5da","MI vs LSG",74759,"High 5","2024-05-17T14:00:00.000Z"
5,57,"Success","EntryFee","2024-05-16T21:47:06.175Z","Debit","664638c4a3fb5122c4f6c5d4","MI vs LSG",74759,"Kaam ""25"" he","2024-05-17T14:00:00.000Z"
12,69,"Success","EntryFee","2024-05-16T21:45:57.126Z","Debit","664638c4a3fb5122c4f6c5d2","MI vs LSG",74759,"Head To Head ","2024-05-17T14:00:00.000Z"
12,57,"Success","Refund","2024-05-16T16:50:00.898Z","Credit","6646152efb0f49f766fdf159",,0,,
25,32,"Success","Refund","2024-05-16T16:50:00.219Z","Credit","66436d49bdcccb8e101a5801",,0,,
20,12,"Success","Refund","2024-05-16T16:50:00.144Z","Credit","66436d49bdcccb8e101a57fd",,0,,
12,0,"Success","Refund","2024-05-16T16:49:59.960Z","Credit","66436d49bdcccb8e101a57f9",,0,,
12,12,"Success","EntryFee","2024-05-16T14:18:19.041Z","Debit","6646152efb0f49f766fdf159","SRH vs GT",74758,"Head To Head ","2024-05-16T14:00:00.000Z"
20,32,"Success","EntryFee","2024-05-15T20:59:02.071Z","Debit","66436d49bdcccb8e101a57fd","SRH vs GT",74758,"Game of 3","2024-05-16T14:00:00.000Z"
12,44,"Success","EntryFee","2024-05-15T20:54:09.076Z","Debit","66436d49bdcccb8e101a57f9","SRH vs GT",74758,"Head To Head ","2024-05-16T14:00:00.000Z"
25,69,"Success","EntryFee","2024-05-15T20:53:09.376Z","Debit","66436d49bdcccb8e101a5801","SRH vs GT",74758,"High 5","2024-05-16T14:00:00.000Z"
20,49,"Success","Winnings","2024-05-15T17:46:16.420Z","Credit","6644afd8fb0f49f766cccc5f","RR vs PBKS",74757,"Head To Head ","2024-05-15T14:00:00.000Z"
20,29,"Success","Winnings","2024-05-15T17:46:16.408Z","Credit","6643ce90fb0f49f766ba1424","RR vs PBKS",74757,"Head To Head ","2024-05-15T14:00:00.000Z"
8,21,"Success","Winnings","2024-05-15T17:46:16.395Z","Credit","66436d46bdcccb8e101a57ee","RR vs PBKS",74757,"Mega Contest","2024-05-15T14:00:00.000Z"
20,1,"Success","Winnings","2024-05-15T17:46:16.382Z","Credit","66436d46bdcccb8e101a57e2","RR vs PBKS",74757,"Head To Head ","2024-05-15T14:00:00.000Z"
